% Model:              hexGeModeAnalysisv2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 16 2024, 16:32
% Table:              Table 85 - data_to_export
% omega (GHz)                                     Out-of-plane wave number (rad/m)                  N^2 (m^2)                                         wxy (1)                                           wxz (1)                                           wyz (1)                                           mode (m^2)
53.45                                             -1.2366278425600155E8+2.7435918380293197E-6i      2.892923262955196                                 -1.3431856097025082E8-385257.09127366234i         -0.01802404187375791+6.272301437739046i           -0.04082752023371175+14.239726432061161i          6
53.45                                             1.3376162508493976E8-1.3610491033923013E-6i       2.9788529393404564                                -7.4647385768257095-0.015197637229503977i         -264694.651919365+1.3039055843759786E8i           0.007355220560843849-3.6058820703361723i          7
53.45                                             -1.3376162508493976E8-1.3610491033923013E-6i      2.9788529393404564                                -7.4647385768257095+0.015197637229503977i         -264694.651919365-1.3039055843759786E8i           0.007355220560843849+3.6058820703361723i          7
53.45                                             1.434600046529471E8-1.183760816550183E-6i         2.9728819583728785                                -20.19722010329301+0.007784631603883586i          -4.364176191138129E-4-1.076342956303335i          51055.19059928002+1.3265269231513336E8i           8
53.45                                             -1.434600046529471E8-1.183760816550183E-6i        2.9728819583728785                                -20.19722010329301-0.007784631603883586i          -4.364176191138129E-4+1.076342956303335i          51055.19059928002-1.3265269231513336E8i           8
53.5                                              1.4191259007176649E7+3.618004308978471E-9i        2.965526507964992                                 0.20808491840771934-0.014828866375230572i         -7558615.2963949535-1.0606565593883005E8i         0.0849159072563845+1.19157648140023i              2
53.5                                              -1.4191259007176649E7+3.618004308978471E-9i       2.965526507964992                                 0.20808491840771934+0.014828866375230572i         -7558615.2963949535+1.0606565593883005E8i         0.0849159072563845-1.19157648140023i              0
53.5                                              3.148188991288626E7-1.3055359599571042E-7i        2.977680884162055                                 -0.18362280434547767-0.0048300620396091185i       0.07952574456929756-3.0233803767545058i           2609960.324664312-9.922442199766633E7i            3
53.5                                              -3.148188991288626E7-1.3055359599571042E-7i       2.977680884162055                                 -0.18362280434547767+0.0048300620396091185i       0.07952574456929756+3.0233803767545058i           2609960.324664312+9.922442199766633E7i            0
53.5                                              6.93566514146698E7+1.5581196715838796E-6i         3.012151234179223                                 -9.004016724933691E-6+0.00779858648979599i        -0.3172236027630424-5.574281256398337E-4i         0.04053746901677081+7.063506695105389E-5i         4
53.5                                              -6.93566514146698E7+1.5581196715838796E-6i        3.012151234179223                                 -9.004016724933691E-6-0.00779858648979599i        -0.3172236027630424+5.574281256398337E-4i         0.04053746901677081-7.063506695105389E-5i         4
53.5                                              1.237785755696019E8+6.00742955947575E-6i          2.892893418125652                                 -1.3430814143930563E8+393632.7527738638i          -0.0185037748464064-6.298445788878654i            -0.04187136126410545-14.295810799822021i          6
53.5                                              -1.237785755696019E8+6.00742955947575E-6i         2.892893418125652                                 -1.3430814143930563E8-393632.7527738638i          -0.0185037748464064+6.298445788878654i            -0.04187136126410545+14.295810799822021i          6
53.5                                              1.3386289454184268E8+1.145493679275863E-6i        2.9788350644946973                                -7.4868460151389655-0.015152847329193614i         -264684.9906449778+1.3045420827556318E8i          0.0072997344376532275-3.616330340080094i          7
53.5                                              -1.3386289454184268E8+1.145493679275863E-6i       2.9788350644946973                                -7.4868460151389655+0.015152847329193614i         -264684.9906449778-1.3045420827556318E8i          0.0072997344376532275+3.616330340080094i          7
53.5                                              1.435730070651658E8+2.233032200793885E-6i         2.9728622397352975                                -20.239659706314427+0.007749878008290016i         -3.991805958441517E-4-1.0773175136123476i         50960.13380504301+1.3272720689340432E8i           8
53.5                                              -1.435730070651658E8+2.233032200793885E-6i        2.9728622397352975                                -20.239659706314427-0.007749878008290016i         -3.991805958441517E-4+1.0773175136123476i         50960.13380504301-1.3272720689340432E8i           8
53.550000000000004                                1.4435640465231022E7                              2.9655802969107885                                0.2122765776609858-0.014893664947813154i          -7438067.68572313-1.0601329531704798E8i           0.08355727721452998+1.1909253945895115i           2
53.550000000000004                                -1.4435640465231022E7                             2.9655802969107885                                0.2122765776609858+0.014893664947813154i          -7438067.68572313+1.0601329531704798E8i           0.08355727721452998-1.1909253945895115i           0
53.550000000000004                                3.1609653115515094E7+3.4243826251956405E-8i       2.977724997227709                                 -0.1877752506670167-0.0049269392733877855i        0.07938163848752182-3.025301405018023i            2601882.8832569504-9.915979764561377E7i           3
53.550000000000004                                -3.1609653115515094E7+3.4243826251956405E-8i      2.977724997227709                                 -0.1877752506670167+0.0049269392733877855i        0.07938163848752182+3.025301405018023i            2601882.8832569504+9.915979764561377E7i           0
53.550000000000004                                6.942655262523134E7-5.273635946918998E-7i         3.0121770844147213                                -1.233729737763862E-5+0.007944242883338821i       -0.3187368755134797-5.639320562837202E-4i         0.0407758497537598+7.208857886645135E-5i          4
53.550000000000004                                -6.942655262523134E7-5.273635946918998E-7i        3.0121770844147213                                -1.233729737763862E-5-0.007944242883338821i       -0.3187368755134797+5.639320562837202E-4i         0.0407758497537598-7.208857886645135E-5i          4
53.550000000000004                                1.2389436965290417E8-3.235777464263401E-7i        2.892863557396454                                 -1.3429770603489685E8+402012.48257506697i         -0.01894048237450006-6.324623792405457i           -0.04296051238143506-14.352082797216703i          6
53.550000000000004                                -1.2389436965290417E8-3.235777464263401E-7i       2.892863557396454                                 -1.3429770603489685E8-402012.48257506697i         -0.01894048237450006+6.324623792405457i           -0.04296051238143506+14.352082797216703i          6
53.550000000000004                                1.3396416544283439E8+1.234138725771283E-6i        2.978817176465086                                 -7.509013005338617-0.01520207519775263i           -264675.1143485778+1.3051784089876595E8i          0.007340860433181461-3.6267933604681377i          7
53.550000000000004                                -1.3396416544283439E8+1.234138725771283E-6i       2.978817176465086                                 -7.509013005338617+0.01520207519775263i           -264675.1143485778-1.3051784089876595E8i          0.007340860433181461+3.6267933604681377i          7
53.550000000000004                                1.4368601094157556E8-1.5609695370652978E-5i       2.9728425180944416                                -20.282186842660487+0.007908987646854144i         -5.754498042085275E-4-1.0783062606948326i         50865.02283003089+1.328017186142026E8i            8
53.550000000000004                                -1.4368601094157556E8-1.5609695370652978E-5i      2.9728425180944416                                -20.282186842660487-0.007908987646854144i         -5.754498042085275E-4+1.0783062606948326i         50865.02283003089-1.328017186142026E8i            8
53.6                                              1.467636341445659E7-2.9408027661945446E-9i        2.965634020393492                                 0.21644036058293553-0.014959015702847816i         -7323332.939707397-1.0596056990053143E8i          0.08226504776905116+1.1902839676396848i           2
53.6                                              -1.467636341445659E7-2.9408027661945446E-9i       2.965634020393492                                 0.21644036058293553+0.014959015702847816i         -7323332.939707397+1.0596056990053143E8i          0.08226504776905116-1.1902839676396848i           0
53.6                                              3.173713579363807E7+1.1812047608685319E-7i        2.97776886500985                                  -0.191977283797651-0.005024707729949582i          0.07923964849093476-3.027221554078795i            2593888.232649882-9.909507063289247E7i            3
53.6                                              -3.173713579363807E7+1.1812047608685319E-7i       2.97776886500985                                  -0.191977283797651+0.005024707729949582i          0.07923964849093476+3.027221554078795i            2593888.232649882+9.909507063289247E7i            0
53.6                                              6.949648178152427E7+5.025179496198079E-7i         3.012202945152628                                 -7.705687394984258E-6+0.008136254686420966i       -0.3202829000376856-5.647055815762551E-4i         0.04104040617441466+7.011360631761048E-5i         4
53.6                                              -6.949648178152427E7+5.025179496198079E-7i        3.012202945152628                                 -7.705687394984258E-6-0.008136254686420966i       -0.3202829000376856+5.647055815762551E-4i         0.04104040617441466-7.011360631761048E-5i         4
53.6                                              1.2401016651264188E8+4.425075007311683E-6i        2.8928336808249746                                -1.3428725474185443E8+410396.2351704671i          -0.019427785754292413-6.350917419034399i          -0.044036336640288616-14.40851102090347i          6
53.6                                              -1.2401016651264188E8+4.425075007311683E-6i       2.8928336808249746                                -1.3428725474185443E8-410396.2351704671i          -0.019427785754292413+6.350917419034399i          -0.044036336640288616+14.40851102090347i          6
53.6                                              1.3406543779806927E8+6.996888558317394E-7i        2.9787992752278445                                -7.531208745310514-0.015236716375244663i          -264665.0232193004+1.305814563119402E8i           0.007388704032782856-3.637275695915516i           7
53.6                                              -1.3406543779806927E8+6.996888558317394E-7i       2.9787992752278445                                -7.531208745310514+0.015236716375244663i          -264665.0232193004-1.305814563119402E8i           0.007388704032782856+3.637275695915516i           7
53.6                                              1.437990162843353E8+4.427755126337435E-6i         2.972822793443974                                 -20.32475930247585+0.007740714940033594i          -3.7206087433603165E-4-1.0792750035531944i        50769.857253585455+1.3287622748271799E8i          8
53.6                                              -1.437990162843353E8+4.427755126337435E-6i        2.972822793443974                                 -20.32475930247585-0.007740714940033594i          -3.7206087433603165E-4+1.0792750035531944i        50769.857253585455-1.3287622748271799E8i          8
53.650000000000006                                1.4913605056554502E7-2.11488150219698E-9i         2.9656876791819786                                0.22057820807926135-0.015024839377313822i         -7213962.553197207-1.0590752733264652E8i          0.08103382824445046+1.1896495969312681i           2
53.650000000000006                                -1.4913605056554502E7-2.11488150219698E-9i        2.9656876791819786                                0.22057820807926135+0.015024839377313822i         -7213962.553197207+1.0590752733264652E8i          0.08103382824445046-1.1896495969312681i           0
53.650000000000006                                3.186434186566928E7+2.004660289609024E-8i         2.977812484586599                                 -0.19622650767806404-0.005124050272493957i        0.07909962848629304-3.0291335016621947i           2585974.7541146465-9.903023834967698E7i           3
53.650000000000006                                -3.186434186566928E7+2.004660289609024E-8i        2.977812484586599                                 -0.19622650767806404+0.005124050272493957i        0.07909962848629304+3.0291335016621947i           2585974.7541146465+9.903023834967698E7i           0
53.650000000000006                                6.956643903128067E7-8.854595106604438E-7i         3.012228815993153                                 -1.5715272402109026E-5+0.00828633660530844i       -0.3218142870102554-5.735751555267254E-4i         0.04129718450735067+7.269860906238715E-5i         4
53.650000000000006                                -6.956643903128067E7-8.854595106604438E-7i        3.012228815993153                                 -1.5715272402109026E-5-0.00828633660530844i       -0.3218142870102554+5.735751555267254E-4i         0.04129718450735067-7.269860906238715E-5i         4
53.650000000000006                                1.2412596615553164E8-6.54628071839447E-6i         2.892803788468652                                 -1.3427678754507878E8+418783.95924129203i         -0.019862888012558866-6.3773006121179705i         -0.045110833833372284-14.465102047490259i         6
53.650000000000006                                -1.2412596615553164E8-6.54628071839447E-6i        2.892803788468652                                 -1.3427678754507878E8-418783.95924129203i         -0.019862888012558866+6.3773006121179705i         -0.045110833833372284+14.465102047490259i         6
53.650000000000006                                1.3416671161765668E8+6.16925029421747E-8i         2.9787813607592346                                -7.553470635196182-0.015313130319981917i          -264654.7174964232+1.3064505451970597E8i          0.007388413226141421-3.647771965059802i           7
53.650000000000006                                -1.3416671161765668E8+6.16925029421747E-8i        2.9787813607592346                                -7.553470635196182+0.015313130319981917i          -264654.7174964232-1.3064505451970597E8i          0.007388413226141421+3.647771965059802i           7
53.650000000000006                                1.4391202309558773E8-8.718215755579314E-7i        2.972803065777577                                 -20.367378994108588+0.007711762657862425i         -3.7482554273201587E-4-1.080229649701631i         50674.637938406166+1.32950733504077E8i            8
53.650000000000006                                -1.4391202309558773E8-8.718215755579314E-7i       2.972803065777577                                 -20.367378994108588-0.007711762657862425i         -3.7482554273201587E-4+1.080229649701631i         50674.637938406166-1.32950733504077E8i            8
53.7                                              1.5147529008888703E7+1.9560931035886546E-8i       2.9657412740407385                                0.2246925686390682-0.015091167361570972i          -7109554.983296695-1.0585420948399086E8i          0.07985921425678125+1.189027765090842i            2
53.7                                              -1.5147529008888703E7+1.9560931035886546E-8i      2.9657412740407385                                0.2246925686390682+0.015091167361570972i          -7109554.983296695+1.0585420948399086E8i          0.07985921425678125-1.189027765090842i            0
53.7                                              3.1991275186947435E7-7.076134749407353E-8i        2.9778558529829926                                -0.2005284744114507-0.005224026679002947i         0.07896185687441676-3.0310465996599922i           2578140.866715997-9.896529816212656E7i            3
53.7                                              -3.1991275186947435E7-7.076134749407353E-8i       2.9778558529829926                                -0.2005284744114507+0.005224026679002947i         0.07896185687441676+3.0310465996599922i           2578140.866715997+9.896529816212656E7i            0
53.7                                              6.963642452327967E7-1.556083204598975E-6i         3.0122546965311825                                -1.5594586619385924E-5+0.008505186916016125i      -0.32336333572360465-5.771644632116582E-4i        0.041525546876022945+7.273034538865012E-5i        4
53.7                                              -6.963642452327967E7-1.556083204598975E-6i        3.0122546965311825                                -1.5594586619385924E-5-0.008505186916016125i      -0.32336333572360465+5.771644632116582E-4i        0.041525546876022945-7.273034538865012E-5i        4
53.7                                              1.2424176858828801E8+2.5769955588789037E-6i       2.8927738803850276                                -1.3426630442944488E8+427175.62962332956i         -0.020343498168134945-6.403758781214749i          -0.046218899028293445-14.521854817800827i         6
53.7                                              -1.2424176858828801E8+2.5769955588789037E-6i      2.8927738803850276                                -1.3426630442944488E8-427175.62962332956i         -0.020343498168134945+6.403758781214749i          -0.046218899028293445+14.521854817800827i         6
53.7                                              1.342679869116636E8+2.686333734154784E-7i         2.978763433035557                                 -7.5758010841169385-0.0153168611155869i           -264644.1975095503+1.3070863552658497E8i          0.007403658113764775-3.658316651533731i           7
53.7                                              -1.342679869116636E8+2.686333734154784E-7i        2.978763433035557                                 -7.5758010841169385+0.0153168611155869i           -264644.1975095503-1.3070863552658497E8i          0.007403658113764775+3.658316651533731i           7
53.7                                              1.440250313774483E8+1.372378601733665E-6i         2.9727833350889177                                -20.41007792027418+0.007794615474662598i          -4.222209393696463E-4-1.0812042988413897i         50579.36489878296+1.3302523668333046E8i           8
53.7                                              -1.440250313774483E8+1.372378601733665E-6i        2.9727833350889177                                -20.41007792027418-0.007794615474662598i          -4.222209393696463E-4+1.0812042988413897i         50579.36489878296-1.3302523668333046E8i           8
53.75                                             1.5378286714734236E7+6.371759517874647E-9i        2.965794805730035                                 0.2287864963816446-0.015158087275972567i          -7009749.512185961-1.0580065328523144E8i          0.07873764431021726+1.1884152092881346i           2
53.75                                             -1.5378286714734236E7+6.371759517874647E-9i       2.965794805730035                                 0.2287864963816446+0.015158087275972567i          -7009749.512185961+1.0580065328523144E8i          0.07873764431021726-1.1884152092881346i           0
53.75                                             3.2117939551391512E7+2.355650488544602E-8i        2.9778989671700256                                -0.2048815393215396-0.005324388664540599i         0.07882510674789808-3.032954648136499i            2570385.026089681-9.890024741210298E7i            3
53.75                                             -3.2117939551391512E7+2.355650488544602E-8i       2.9778989671700256                                -0.2048815393215396+0.005324388664540599i         0.07882510674789808+3.032954648136499i            2570385.026089681+9.890024741210298E7i            0
53.75                                             6.970643840734614E7+1.8711833137208902E-6i        3.0122805863562205                                -6.467701688639964E-6+0.008713559374036402i       -0.3249394073093625-5.764484219532458E-4i         0.041804169963182626+7.208857168337548E-5i        4
53.75                                             -6.970643840734614E7+1.8711833137208902E-6i       3.0122805863562205                                -6.467701688639964E-6-0.008713559374036402i       -0.3249394073093625+5.764484219532458E-4i         0.041804169963182626-7.208857168337548E-5i        4
53.75                                             1.2435757381758335E8-8.416042493205058E-6i        2.892743956631712                                 -1.342558053799842E8+435571.1886308923i           -0.02085055754561516-6.430343132336576i           -0.04730305457002232-14.5787592025176i            6
53.75                                             -1.2435757381758335E8-8.416042493205058E-6i       2.892743956631712                                 -1.342558053799842E8-435571.1886308923i           -0.02085055754561516+6.430343132336576i           -0.04730305457002232+14.5787592025176i            6
53.75                                             1.3436926369012856E8-5.511259506647731E-6i        2.9787454920331418                                -7.598131184452957-0.01549190637416247i           -264633.4636716115+1.3077219933697292E8i          0.007493040462246958-3.6688482104593407i          7
53.75                                             -1.3436926369012856E8-5.511259506647731E-6i       2.9787454920331418                                -7.598131184452957+0.01549190637416247i           -264633.4636716115-1.3077219933697292E8i          0.007493040462246958+3.6688482104593407i          7
53.75                                             1.441380411320143E8+1.4095156410974138E-5i        2.9727636013717973                                -20.45284203114165+0.007626421260535331i          -2.706501918115584E-4-1.0821466040563559i         50484.038116098236+1.3309973702546236E8i          8
53.75                                             -1.441380411320143E8+1.4095156410974138E-5i       2.9727636013717973                                -20.45284203114165-0.007626421260535331i          -2.706501918115584E-4+1.0821466040563559i         50484.038116098236-1.3309973702546236E8i          8
53.800000000000004                                1.560601867089308E7-3.7688232503786697E-8i        2.965848275005718                                 0.23286119041894016-0.015225548121318816i         -6914221.062287102-1.0574689141984907E8i          0.07766530423662141+1.1878150474220215i           2
53.800000000000004                                -1.560601867089308E7-3.7688232503786697E-8i       2.965848275005718                                 0.23286119041894016+0.015225548121318816i         -6914221.062287102+1.0574689141984907E8i          0.07766530423662141-1.1878150474220215i           0
53.800000000000004                                3.2244338693117138E7+2.9333143869123444E-7i       2.977941824064068                                 -0.20928407224733156-0.0054263951013911035i       0.07869133346522504-3.034857232782306i            2562705.7232865808-9.883508341687578E7i           3
53.800000000000004                                -3.2244338693117138E7+2.9333143869123444E-7i      2.977941824064068                                 -0.20928407224733156+0.0054263951013911035i       0.07869133346522504+3.034857232782306i            2562705.7232865808+9.883508341687578E7i           0
53.800000000000004                                6.977648083437993E7-6.02125075739611E-7i          3.0123064850522305                                -9.674426941579574E-6+0.008807518079962063i       -0.3264642377000177-5.83404455877467E-4i          0.04203117148584457+7.421537133595297E-5i         4
53.800000000000004                                -6.977648083437993E7-6.02125075739611E-7i         3.0123064850522305                                -9.674426941579574E-6-0.008807518079962063i       -0.3264642377000177+5.83404455877467E-4i          0.04203117148584457-7.421537133595297E-5i         4
53.800000000000004                                1.2447338185008854E8-1.1407119482911955E-5i       2.8927140172662984                                -1.3424529038171494E8+443970.59936875093i         -0.021287417721239762-6.4569607907808635i         -0.04841821590725335-14.635846524928985i          6
53.800000000000004                                -1.2447338185008854E8-1.1407119482911955E-5i      2.8927140172662984                                -1.3424529038171494E8-443970.59936875093i         -0.021287417721239762+6.4569607907808635i         -0.04841821590725335+14.635846524928985i          6
53.800000000000004                                1.3447054196303606E8+3.9338898149249943E-7i       2.9787275377282825                                -7.620645413415445-0.015415795100940285i          -264622.5159523426+1.3083574595520389E8i          0.007426194033410247-3.679476145230287i           7
53.800000000000004                                -1.3447054196303606E8+3.9338898149249943E-7i      2.9787275377282825                                -7.620645413415445+0.015415795100940285i          -264622.5159523426-1.3083574595520389E8i          0.007426194033410247+3.679476145230287i           7
53.800000000000004                                1.4425105236135367E8-4.858721453835374E-6i        2.9727438646199387                                -20.49565735043056+0.00772807702400476i           -3.901512593187736E-4-1.083103461397564i          50388.65831007202+1.3317423453539774E8i           8
53.800000000000004                                -1.4425105236135367E8-4.858721453835374E-6i       2.9727438646199387                                -20.49565735043056-0.00772807702400476i           -3.901512593187736E-4+1.083103461397564i          50388.65831007202-1.3317423453539774E8i           8
53.85                                             1.5830855500751482E7-2.3596901250371393E-8i       2.9659016826194993                                0.23692029109622997-0.015293485956334346i         -6822675.794228466-1.056929529035171E8i           0.07663791007785911+1.187225506529132i            2
53.85                                             -1.5830855500751482E7-2.3596901250371393E-8i      2.9659016826194993                                0.23692029109622997+0.015293485956334346i         -6822675.794228466+1.056929529035171E8i           0.07663791007785911-1.187225506529132i            0
53.85                                             3.237047628799677E7+3.9503332361907965E-7i        2.9779844205259143                                -0.2137454582600405-0.005528792053326036i         0.07855829155801428-3.0367617821155006i           2555101.4836836616-9.876980346881127E7i           3
53.85                                             -3.237047628799677E7+3.9503332361907965E-7i       2.9779844205259143                                -0.2137454582600405+0.005528792053326036i         0.07855829155801428+3.0367617821155006i           2555101.4836836616+9.876980346881127E7i           0
53.85                                             6.984655195634633E7+1.994025846607506E-6i         3.012332392197684                                 -2.837459982959543E-5+0.00906287779082977i        -0.3280584923307463-5.936020387871367E-4i         0.04231487774998587+8.283324474418702E-5i         4
53.85                                             -6.984655195634633E7+1.994025846607506E-6i        3.012332392197684                                 -2.837459982959543E-5-0.00906287779082977i        -0.3280584923307463+5.936020387871367E-4i         0.04231487774998587-8.283324474418702E-5i         4
53.85                                             1.2458919269245322E8-1.9778614083804507E-5i       2.892684062346613                                 -1.3423475941975483E8+452373.81317807344i         -0.0217263462686514-6.483810125104174i            -0.0495832457707711-14.693089752974327i           6
53.85                                             -1.2458919269245322E8-1.9778614083804507E-5i      2.892684062346613                                 -1.3423475941975483E8-452373.81317807344i         -0.0217263462686514+6.483810125104174i            -0.0495832457707711+14.693089752974327i           6
53.85                                             1.3457182174033642E8-4.781751616303469E-6i        2.9787095700973185                                -7.64342925995138-0.015416073982930248i           -264611.3548923892+1.3089927538545065E8i          0.007361980841044843-3.6903069535179576i          7
53.85                                             -1.3457182174033642E8-4.781751616303469E-6i       2.9787095700973185                                -7.64342925995138+0.015416073982930248i           -264611.3548923892-1.3089927538545065E8i          0.007361980841044843+3.6903069535179576i          7
53.85                                             1.4436406506749687E8-4.8439779078581495E-5i       2.9727241248272556                                -20.53832033539532+0.008092869802076179i          -7.882586058408056E-4-1.0838129024284509i         50293.22563107242+1.33248729217972E8i             8
53.85                                             -1.4436406506749687E8-4.8439779078581495E-5i      2.9727241248272556                                -20.53832033539532-0.008092869802076179i          -7.882586058408056E-4+1.0838129024284509i         50293.22563107242-1.33248729217972E8i             8
53.900000000000006                                1.605291889592152E7+2.1254000578221817E-8i        2.9659550293188364                                0.24096350096014132-0.015362563364170833i         -6734847.351431575-1.0563886357118562E8i          0.07565315625121986+1.1866510063360116i           2
53.900000000000006                                -1.605291889592152E7+2.1254000578221817E-8i       2.9659550293188364                                0.24096350096014132+0.015362563364170833i         -6734847.351431575+1.0563886357118562E8i          0.07565315625121986-1.1866510063360116i           0
53.900000000000006                                3.249635595517973E7+6.719117583930156E-8i         2.9780267533600155                                -0.21822601386970306-0.005633155353003012i        0.0784282417366745-3.038639150850717i             2547570.8658441463-9.870440483509101E7i           3
53.900000000000006                                -3.249635595517973E7+6.719117583930156E-8i        2.9780267533600155                                -0.21822601386970306+0.005633155353003012i        0.0784282417366745+3.038639150850717i             2547570.8658441463+9.870440483509101E7i           0
53.900000000000006                                6.991665192630678E7-1.5041679898856585E-6i        3.012358307365395                                 3.625947358300963E-5+0.009719991636366734i        -0.329846933798958-5.723016577692144E-4i          0.04278857412291579+5.422367340826508E-5i         4
53.900000000000006                                -6.991665192630678E7-1.5041679898856585E-6i       3.012358307365395                                 3.625947358300963E-5-0.009719991636366734i        -0.329846933798958+5.723016577692144E-4i          0.04278857412291579-5.422367340826508E-5i         4
53.900000000000006                                1.2470500635133974E8-4.6398705541466625E-5i       2.892654091930352                                 -1.3422421247923902E8+460780.7912332477i          -0.021950762970652515-6.510431857443589i          -0.05080461795512214-14.750549505685417i          6
53.900000000000006                                -1.2470500635133974E8-4.6398705541466625E-5i      2.892654091930352                                 -1.3422421247923902E8-460780.7912332477i          -0.021950762970652515+6.510431857443589i          -0.05080461795512214+14.750549505685417i          6
53.900000000000006                                1.346731030319754E8+1.2348712913525278E-5i        2.9786915891167096                                -7.665881093669618-0.015142034081984385i          -264599.98056797305+1.3096278763185225E8i         0.007176339120178067-3.7008206903693743i          7
53.900000000000006                                -1.346731030319754E8+1.2348712913525278E-5i       2.9786915891167096                                -7.665881093669618+0.015142034081984385i          -264599.98056797305-1.3096278763185225E8i         0.007176339120178067+3.7008206903693743i          7
53.900000000000006                                1.4447707925255793E8+4.2867207396158876E-5i       2.9727043819873424                                -20.58159044609106+0.007458923124958101i          -1.13267863684809E-4-1.08516330323961i            50197.73901213992+1.3332322107802E8i              8
53.900000000000006                                -1.4447707925255793E8+4.2867207396158876E-5i      2.9727043819873424                                -20.58159044609106-0.007458923124958101i          -1.13267863684809E-4+1.08516330323961i            50197.73901213992-1.3332322107802E8i              8
53.95                                             1.6272322445596049E7+6.422959500225916E-8i        2.9660083158469583                                0.24499689214528325-0.01543167744456154i          -6650493.642041135-1.0558464648858576E8i          0.07470786318854714+1.186088657279874i            2
53.95                                             -1.6272322445596049E7+6.422959500225916E-8i       2.9660083158469583                                0.24499689214528325+0.01543167744456154i          -6650493.642041135+1.0558464648858576E8i          0.07470786318854714-1.186088657279874i            0
53.95                                             3.262198125856005E7-2.656137334129882E-7i         2.9780688193137013                                -0.22281549678122306-0.005738206794826351i        0.07830048057285353-3.0405466300224955i           2540112.460575829-9.863888475732759E7i            3
53.95                                             -3.262198125856005E7-2.656137334129882E-7i        2.9780688193137013                                -0.22281549678122306+0.005738206794826351i        0.07830048057285353+3.0405466300224955i           2540112.460575829+9.863888475732759E7i            0
53.95                                             6.998678089837514E7-1.8575258669139564E-7i        3.012384230122616                                 -1.579103456630897E-5+0.009355099255788644i       -0.33117300642356073-5.987386987729736E-4i        0.04279039971883644+7.3849593919388E-5i           4
53.95                                             -6.998678089837514E7-1.8575258669139564E-7i       3.012384230122616                                 -1.579103456630897E-5-0.009355099255788644i       -0.33117300642356073+5.987386987729736E-4i        0.04279039971883644-7.3849593919388E-5i           4
53.95                                             1.2482082283332169E8-9.179062656472384E-7i        2.8926241060754108                                -1.3421364954523838E8+469191.5282859588i          -0.02287750924505629-6.537486364267916i           -0.0517765244898102-14.808099521252972i           6
53.95                                             -1.2482082283332169E8-9.179062656472384E-7i       2.8926241060754108                                -1.3421364954523838E8-469191.5282859588i          -0.02287750924505629+6.537486364267916i           -0.0517765244898102+14.808099521252972i           6
53.95                                             1.3477438584779823E8-5.007275632986652E-7i        2.978673594762781                                 -7.6884915451740214-0.015530054256997416i         -264588.3938884289+1.3102628269839135E8i          0.007505610003461626-3.7114892597521294i          7
53.95                                             -1.3477438584779823E8-5.007275632986652E-7i       2.978673594762781                                 -7.6884915451740214+0.015530054256997416i         -264588.3938884289-1.3102628269839135E8i          0.007505610003461626+3.7114892597521294i          7
53.95                                             1.4459009491842154E8-2.755433727287244E-6i        2.9726846360943324                                -20.624451765266905+0.0077724801005377465i        -4.5394435245264776E-4-1.085898034976405i         50102.20075617683+1.3339771012019278E8i           8
53.95                                             -1.4459009491842154E8-2.755433727287244E-6i       2.9726846360943324                                -20.624451765266905-0.0077724801005377465i        -4.5394435245264776E-4+1.085898034976405i         50102.20075617683-1.3339771012019278E8i           8
54                                                1.6489172369563064E7+1.2356987563723682E-8i       2.966061542942969                                 0.2490172979989629-0.015501634160481805i          -6569394.069843362-1.0553032230148074E8i          0.07380116016080043+1.1855357422413726i           2
54                                                -1.6489172369563064E7+1.2356987563723682E-8i      2.966061542942969                                 0.2490172979989629+0.015501634160481805i          -6569394.069843362+1.0553032230148074E8i          0.07380116016080043-1.1855357422413726i           0
54                                                3.274735570821081E7+1.3167239666175227E-7i        2.9781106150762517                                -0.22743332495507518-0.005843534096351261i        0.07817175904535877-3.0424317888229604i           2532724.889808653-9.857324045135805E7i            3
54                                                -3.274735570821081E7+1.3167239666175227E-7i       2.9781106150762517                                -0.22743332495507518+0.005843534096351261i        0.07817175904535877+3.0424317888229604i           2532724.889808653+9.857324045135805E7i            0
54                                                7.005693902783613E7-1.737656009094215E-6i         3.012410160030668                                 -1.832368138124815E-5+0.009569928367449817i       -0.33277029607053-6.043442142666518E-4i           0.04306397483597664+7.999342380303405E-5i         4
54                                                -7.005693902783613E7-1.737656009094215E-6i        3.012410160030668                                 -1.832368138124815E-5-0.009569928367449817i       -0.33277029607053+6.043442142666518E-4i           0.04306397483597664-7.999342380303405E-5i         4
54                                                1.2493664214502499E8+9.662815255242655E-6i        2.8925941048396964                                -1.342030706031907E8+477605.9314662339i           -0.023450649558486393-6.56437358098707i           -0.05286558368770568-14.865881493371022i          6
54                                                -1.2493664214502499E8+9.662815255242655E-6i       2.8925941048396964                                -1.342030706031907E8-477605.9314662339i           -0.023450649558486393+6.56437358098707i           -0.05286558368770568+14.865881493371022i          6
54                                                1.3487567019766054E8+8.42758240694451E-6i         2.9786555870119784                                -7.711198723888239-0.015330629039043501i          -264576.59432086564+1.3108976058892268E8i         0.007338378555789126-3.7222045576983063i          7
54                                                -1.3487567019766054E8+8.42758240694451E-6i        2.9786555870119784                                -7.711198723888239+0.015330629039043501i          -264576.59432086564-1.3108976058892268E8i         0.007338378555789126+3.7222045576983063i          7
